0.889	9	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-T&svm_ala%0.5-T&svm_gly%0.5-T&svm_thr%0.5-T&svm_asn%0.5-T&svm_cys%0.5-T&svm_asp%0.5-T&svm_hpg%0.5-T&svm_pro%0.5-T&svm_tyr%0.5-T&svm_glu%0.5-T&svm_ile%0.5-T&forced_prediCAT_snn50_dpg%0.5-T&forced_prediCAT_snn50_orn%0.5-T&svm_phe%0.5-F&forced_prediCAT_snn50_kyn%0.5-T&pHMM_gly%0.5-T&pid%60.43-T&pid%56.865-F&pHMM_trp%0.5-F&pid%59.94-T&LEAF_NODE-207
1.000	69	svm_leu%0.5-F&forced_prediCAT_snn50_val%0.5-T&pHMM_trp%0.5-T&forced_prediCAT_snn50_d-gln%0.5-T&forced_prediCAT_snn50_d-leu%0.5-T&prediCAT_leu%0.5-T&pid%78.495-T&pHMM_abu|iva%0.5-T&pid%56.135-F&pid%68.435-F&LEAF_NODE-520
0.737	19	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-F&pHMM_d-val%0.5-T&forced_prediCAT_snn50_leu%0.5-T&pid%62.145-T&pid%54.76-F&pid%57.57-F&pid%58.8-F&pid%59.525-F&LEAF_NODE-444
1.000	40	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-T&svm_ala%0.5-T&svm_gly%0.5-T&svm_thr%0.5-F&forced_prediCAT_snn50_dhab|dht%0.5-T&forced_prediCAT_snn50_dhabu%0.5-T&forced_prediCAT_snn50_d-athr%0.5-T&forced_prediCAT_snn50_deoxy-thr%0.5-T&pid%78.255-F&pid%99.815-F&prediCAT_thr%0.5-T&LEAF_NODE-371
0.917	12	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-T&svm_ala%0.5-T&svm_gly%0.5-F&pid%42.775-F&pid%65.3-T&pid%59.975-F&prediCAT_gly%0.5-T&pid%62.245-F&LEAF_NODE-396
0.333	3	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-T&svm_ala%0.5-F&forced_prediCAT_snn50_3oh-3me-pro%0.5-T&pHMM_abu|iva%0.5-T&forced_prediCAT_snn50_ala%0.5-T&pid%70.595-F&prediCAT_no_call%0.5-T&LEAF_NODE-413
1.000	12	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-T&svm_ala%0.5-T&svm_gly%0.5-T&svm_thr%0.5-T&svm_asn%0.5-T&svm_cys%0.5-T&svm_asp%0.5-T&svm_hpg%0.5-T&svm_pro%0.5-T&svm_tyr%0.5-F&pid%50.855-F&pid%99.44-T&pHMM_gly%0.5-F&LEAF_NODE-244
0.133	15	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-F&pHMM_d-val%0.5-T&forced_prediCAT_snn50_leu%0.5-T&pid%62.145-T&pid%54.76-F&pid%57.57-T&LEAF_NODE-439
0.500	52	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-T&svm_ala%0.5-T&svm_gly%0.5-T&svm_thr%0.5-T&svm_asn%0.5-T&svm_cys%0.5-T&svm_asp%0.5-T&svm_hpg%0.5-T&svm_pro%0.5-T&svm_tyr%0.5-T&svm_glu%0.5-T&svm_ile%0.5-T&forced_prediCAT_snn50_dpg%0.5-T&forced_prediCAT_snn50_orn%0.5-T&svm_phe%0.5-T&svm_trp%0.5-T&svm_aad%0.5-T&svm_bht%0.5-T&forced_prediCAT_snn50_dab%0.5-T&svm_gln%0.5-T&forced_prediCAT_snn50_lys%0.5-T&svm_arg%0.5-T&svm_pip%0.5-T&pHMM_dhb%0.5-T&pHMM_horn%0.5-T&svm_iva%0.5-T&forced_prediCAT_snn50_val%0.5-T&svm_lys%0.5-T&pHMM_orn%0.5-T&pHMM_me-asp%0.5-T&forced_prediCAT_snn50_phe-ac%0.5-T&forced_prediCAT_snn50_ala%0.5-T&forced_prediCAT_snn50_pro%0.5-F&LEAF_NODE-70
0.688	16	svm_leu%0.5-T&svm_ser%0.5-T&svm_val%0.5-F&pHMM_d-val%0.5-T&forced_prediCAT_snn50_leu%0.5-T&pid%62.145-F&pHMM_leu%0.5-F&LEAF_NODE-446
0.727	11	svm_leu%0.5-F&forced_prediCAT_snn50_val%0.5-T&pHMM_trp%0.5-T&forced_prediCAT_snn50_d-gln%0.5-F&LEAF_NODE-504
